Type	error	Date	PC Time	 gps time	 latitude	 longitude	 equ temp	std val	 CO2 mv	 CO2 um/m	 H2O mv	 H2O mm/m	 licor temp	 licor press	 atm press	 equ press	 H2O flow	 licor flow	 equ pump	 vent flow	 atm cond	 equ cond	 drip 1	 drip 2	 cond temp	 dry box temp	 deck box temp	pres	temp	cond	O2(%sat)	O2(ppm)	pH	eH	temp2	TSG temp	TSG salt	intake temp	Ch conc	Ch temp	Intake Temp
EQU	0	04/09/09	02:19:38	02:19:41	-34.0876	16.1547	17.65	NaN	8540483.00	405.34	11969570.00	0.00	31.41	1014.28	1015.64	0.44	2.30	117.64	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.32	17.611	46.320	109.6	10.44	7.757	62.6	-38.583	NaN	NaN	NaN	-0.008	0.0	16.9445
EQU	0	04/09/09	02:20:51	02:20:54	-34.0882	16.1506	17.64	NaN	8421669.00	405.79	11973062.00	0.00	31.41	1014.34	1015.56	0.44	2.29	125.93	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.19	22.89	0.23	17.601	46.307	109.7	10.44	7.757	62.5	-38.583	NaN	NaN	NaN	-0.009	0.0	16.9460
EQU-DRAIN	0	04/09/09	02:22:04	02:22:08	-34.0887	16.1464	17.64	NaN	8420112.00	407.75	12207017.00	0.00	31.41	1014.25	1015.23	0.74	2.30	133.25	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.19	22.89	0.30	17.593	46.301	109.6	10.44	7.758	62.6	-38.583	NaN	NaN	NaN	-0.004	0.0	16.9173
EQU	0	04/09/09	02:23:39	02:23:43	-34.0894	16.1409	17.62	NaN	8413629.00	401.16	12125903.00	0.00	31.41	1014.19	1015.10	0.69	2.33	134.05	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.19	22.89	0.30	17.578	46.279	109.7	10.46	7.758	62.5	-38.583	NaN	NaN	NaN	0.007	0.0	16.8939
EQU	0	04/09/09	02:24:52	02:24:56	-34.0897	16.1367	17.60	NaN	8485370.00	397.33	12059521.00	0.00	31.41	1014.23	1015.57	-0.55	2.30	116.58	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.30	17.559	46.255	109.8	10.47	7.759	62.5	-38.583	NaN	NaN	NaN	0.010	0.0	16.8825
EQU	0	04/09/09	02:26:06	02:26:09	-34.0900	16.1325	17.59	NaN	8437654.00	402.57	12175242.00	0.00	31.41	1014.28	1015.30	0.33	2.29	114.36	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.26	17.548	46.245	109.9	10.48	7.759	62.5	-38.583	NaN	NaN	NaN	0.015	0.0	16.8651
EQU	0	04/09/09	02:27:19	02:27:23	-34.0905	16.1283	17.58	NaN	8552111.00	405.55	12051539.00	0.00	31.42	1014.02	1015.32	-0.22	2.29	109.68	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.38	17.539	46.233	110.0	10.49	7.760	62.4	-38.583	NaN	NaN	NaN	0.021	0.0	16.8573
EQU	0	04/09/09	02:28:32	02:28:36	-34.0908	16.1241	17.57	NaN	8480573.00	404.07	12074728.00	0.00	31.42	1014.03	1015.30	0.46	2.30	140.50	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.32	17.523	46.212	110.1	10.51	7.760	62.4	-38.583	NaN	NaN	NaN	0.026	0.0	16.8543
EQU	0	04/09/09	02:29:45	02:29:49	-34.0911	16.1200	17.56	NaN	8452527.00	405.50	12024964.00	0.00	31.42	1013.96	1014.95	-0.05	2.30	125.16	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.31	17.518	46.209	110.2	10.51	7.760	62.3	-38.583	NaN	NaN	NaN	0.028	0.0	16.8405
EQU	0	04/09/09	02:30:59	02:31:03	-34.0915	16.1159	17.55	NaN	8506646.00	402.96	11971049.00	0.00	31.42	1014.09	1015.34	0.76	2.27	123.92	11.00	-55.76	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.33	17.508	46.197	110.3	10.52	7.760	62.3	-38.583	NaN	NaN	NaN	0.027	0.0	16.8388
EQU	0	04/09/09	02:32:12	02:32:16	-34.0920	16.1118	17.54	NaN	8519873.00	401.69	12026040.00	0.00	31.42	1014.11	1015.31	0.28	2.30	135.07	11.00	-55.77	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.27	17.496	46.185	110.3	10.53	7.760	62.0	-38.583	NaN	NaN	NaN	0.024	0.0	16.8361
EQU	0	04/09/09	02:33:25	02:33:29	-34.0923	16.1077	17.54	NaN	8442396.00	401.09	12040276.00	0.00	31.43	1014.31	1015.42	-0.62	2.30	108.61	11.00	-55.77	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.30	17.498	46.187	110.3	10.53	7.760	62.2	-38.583	NaN	NaN	NaN	0.022	0.0	16.8274
EQU	0	04/09/09	02:34:39	02:34:42	-34.0926	16.1034	17.53	NaN	8418461.00	403.77	12226167.00	0.00	31.43	1014.21	1014.97	-0.37	2.31	109.68	11.00	-55.77	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.32	17.486	46.175	110.4	10.54	7.760	62.3	-38.583	NaN	NaN	NaN	0.020	0.0	16.8329
EQU	128	04/09/09	02:35:52	02:35:55	-34.0930	16.0992	17.52	NaN	8412577.00	403.73	12099493.00	0.00	31.43	1014.18	1015.27	-0.09	2.32	127.61	11.00	-55.75	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.31	17.485	46.175	110.4	10.54	7.760	62.5	-38.583	NaN	NaN	NaN	0.019	0.0	16.8327
EQU	0	04/09/09	02:37:05	02:37:09	-34.0934	16.0950	17.53	NaN	8382060.00	403.57	12265960.00	0.00	31.43	1014.04	1014.80	-0.46	2.31	123.85	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.31	17.491	46.181	110.4	10.54	7.759	62.7	-38.583	NaN	NaN	NaN	0.021	0.0	16.8239
EQU	0	04/09/09	02:38:18	02:38:22	-34.0938	16.0909	17.53	NaN	8382527.00	405.44	12173925.00	0.00	31.43	1014.23	1015.32	0.67	2.30	123.85	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.30	17.487	46.174	110.4	10.54	7.760	63.0	-38.583	NaN	NaN	NaN	0.018	0.0	16.8294
EQU	0	04/09/09	02:39:32	02:39:35	-34.0942	16.0867	17.52	NaN	8510493.00	406.17	12131164.00	0.00	31.43	1014.19	1015.21	0.56	2.31	137.73	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.31	17.483	46.170	110.5	10.55	7.759	63.0	-38.583	NaN	NaN	NaN	0.015	0.0	16.8245
EQU	0	04/09/09	02:40:45	02:40:48	-34.0947	16.0825	17.53	NaN	8374202.00	405.64	12159970.00	0.00	31.43	1014.11	1014.92	0.69	2.30	129.16	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.32	17.487	46.176	110.5	10.55	7.759	62.9	-38.583	NaN	NaN	NaN	0.018	0.0	16.8332
EQU-DRAIN	0	04/09/09	02:41:58	02:42:02	-34.0951	16.0781	17.53	NaN	8565955.00	403.76	11889322.00	0.00	31.43	1014.17	1015.53	-0.01	2.31	122.35	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.31	17.483	46.171	110.5	10.55	7.759	63.0	-38.583	NaN	NaN	NaN	0.016	0.0	16.8368
EQU	0	04/09/09	02:43:33	02:43:37	-34.0956	16.0725	17.53	NaN	8492048.00	397.23	12040841.00	0.00	31.43	1014.21	1015.50	0.77	2.30	139.37	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.35	17.492	46.183	110.4	10.54	7.759	63.1	-38.583	NaN	NaN	NaN	0.014	0.0	16.8346
EQU	0	04/09/09	02:44:46	02:44:50	-34.0959	16.0683	17.53	NaN	8638927.00	396.72	11864257.00	0.00	31.43	1014.15	1015.57	-0.44	2.29	119.91	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.28	17.489	46.180	110.5	10.55	7.759	62.9	-38.583	NaN	NaN	NaN	0.014	0.0	16.8408
EQU	0	04/09/09	02:46:00	02:46:03	-34.0964	16.0641	17.53	NaN	8335892.00	399.01	12220747.00	0.00	31.44	1014.34	1015.19	-0.48	2.31	116.25	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.06	22.89	0.25	17.488	46.180	110.5	10.55	7.759	62.9	-38.583	NaN	NaN	NaN	0.014	0.0	16.8408
EQU	0	04/09/09	02:47:13	02:47:17	-34.0968	16.0599	17.53	NaN	8385106.00	404.21	12388262.00	0.00	31.44	1014.06	1014.74	0.79	2.28	127.82	11.00	-55.75	9.92	9.91	9.93	0.62	6.25	25.12	22.79	0.31	17.495	46.188	110.5	10.54	7.759	63.0	-38.583	NaN	NaN	NaN	0.017	0.0	16.8422
EQU	0	04/09/09	02:48:26	02:48:30	-34.0971	16.0558	17.53	NaN	8570791.00	405.24	11810863.00	0.00	31.44	1014.20	1015.73	0.72	2.33	141.41	11.00	-55.75	9.92	9.91	9.93	0.62	6.25	25.12	22.79	0.30	17.496	46.192	110.5	10.55	7.759	63.0	-38.583	NaN	NaN	NaN	0.019	0.0	16.8816
EQU	0	04/09/09	02:49:40	02:49:44	-34.0974	16.0516	17.54	NaN	8388054.00	403.85	12191692.00	0.00	31.44	1014.21	1015.19	-0.65	2.31	112.61	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.79	0.37	17.501	46.204	110.6	10.55	7.759	62.9	-38.583	NaN	NaN	NaN	0.018	0.0	16.9093
EQU	0	04/09/09	02:50:53	02:50:57	-34.0977	16.0475	17.57	NaN	8476454.00	405.89	12104564.00	0.00	31.44	1014.08	1015.07	0.65	2.35	124.47	11.00	-55.75	9.92	9.91	9.93	0.62	6.25	25.12	22.79	0.30	17.547	46.251	110.5	10.53	7.757	62.9	-38.583	NaN	NaN	NaN	0.020	0.0	16.9057
EQU	0	04/09/09	02:52:06	02:52:10	-34.0980	16.0433	17.59	NaN	8408421.00	404.80	12107428.00	0.00	31.44	1014.26	1015.40	-0.34	2.32	126.91	11.00	-55.75	9.92	9.91	9.93	0.62	6.25	25.12	22.79	0.29	17.558	46.259	110.5	10.53	7.757	62.8	-38.583	NaN	NaN	NaN	0.015	0.0	16.8980
EQU	0	04/09/09	02:53:20	02:53:23	-34.0983	16.0389	17.59	NaN	8475563.00	404.64	12205912.00	0.00	31.44	1014.17	1015.16	-0.07	2.33	113.25	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.79	0.36	17.552	46.250	110.4	10.53	7.758	62.9	-38.583	NaN	NaN	NaN	0.007	0.0	16.8967
EQU	0	04/09/09	02:54:33	02:54:37	-34.0985	16.0347	17.59	NaN	8572524.00	404.47	11872482.00	0.00	31.45	1014.27	1015.67	-0.37	2.32	115.86	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.06	22.79	0.35	17.550	46.245	110.5	10.53	7.757	63.0	-38.583	NaN	NaN	NaN	-0.003	0.0	16.8969
EQU	0	04/09/09	02:55:46	02:55:50	-34.0989	16.0304	17.59	NaN	8432020.00	405.20	12050677.00	0.00	31.45	1014.24	1015.41	0.78	2.31	132.31	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.06	22.79	0.25	17.547	46.243	110.4	10.53	7.758	62.8	-38.583	NaN	NaN	NaN	0.000	0.0	16.9044
EQU	0	04/09/09	02:56:59	02:57:03	-34.0991	16.0262	17.59	NaN	8305200.00	404.85	12298456.00	0.00	31.44	1014.21	1014.98	0.50	2.33	132.67	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.06	22.79	0.26	17.552	46.248	110.3	10.52	7.757	62.7	-38.583	NaN	NaN	NaN	0.005	0.0	16.8937
EQU	0	04/09/09	02:58:13	02:58:16	-34.0995	16.0219	17.59	NaN	8441841.00	405.59	12015142.00	0.00	31.45	1014.11	1015.25	0.64	2.30	123.17	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.06	22.79	0.30	17.549	46.248	110.3	10.52	7.757	62.7	-38.583	NaN	NaN	NaN	0.004	0.0	16.9059
EQU	0	04/09/09	02:59:26	02:59:30	-34.0999	16.0175	17.58	NaN	8510611.00	406.47	12023838.00	0.00	31.44	1014.01	1015.23	0.68	2.32	125.16	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.06	22.79	0.34	17.549	46.249	110.3	10.52	7.757	62.7	-38.583	NaN	NaN	NaN	0.007	0.0	16.8990
EQU	0	04/09/09	03:00:39	03:00:43	-34.1001	16.0132	17.59	NaN	8465126.00	406.06	12007051.00	0.00	31.44	1014.10	1015.38	-0.01	2.33	121.26	11.00	-55.74	9.92	9.90	9.93	0.62	6.25	25.06	22.79	0.28	17.558	46.259	110.3	10.51	7.757	62.8	-38.583	NaN	NaN	NaN	0.003	0.0	16.9015
EQU-DRAIN	0	04/09/09	03:01:52	03:01:56	-34.1005	16.0089	17.59	NaN	8430901.00	407.17	12106695.00	0.00	31.44	1013.95	1014.87	0.48	2.32	123.44	11.00	-55.74	9.92	9.90	9.93	0.62	6.25	25.06	22.79	0.30	17.553	46.253	110.2	10.51	7.757	62.9	-38.583	NaN	NaN	NaN	0.002	0.0	16.9020
EQU	0	04/09/09	03:03:28	03:03:32	-34.1011	16.0032	17.59	NaN	8476475.00	397.36	12142786.00	0.00	31.44	1014.19	1015.21	0.63	2.32	116.25	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.79	0.29	17.554	46.255	110.2	10.50	7.756	63.0	-38.583	NaN	NaN	NaN	0.006	0.0	16.9061
EQU	0	04/09/09	03:04:41	03:04:45	-34.1014	15.9988	17.59	NaN	8379974.00	396.95	12306287.00	0.00	31.44	1014.14	1015.02	0.04	2.30	128.10	11.00	-55.74	9.92	9.90	9.93	0.62	6.25	25.12	22.79	0.31	17.557	46.258	110.2	10.50	7.756	63.0	-38.583	NaN	NaN	NaN	0.007	0.0	16.9027
EQU	0	04/09/09	03:05:54	03:05:58	-34.1016	15.9944	17.60	NaN	8523946.00	402.96	11979033.00	0.00	31.44	1014.09	1015.35	-0.49	2.33	109.43	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.79	0.34	17.557	46.258	110.1	10.50	7.756	63.1	-38.583	NaN	NaN	NaN	0.006	0.0	16.9086
EQU	0	04/09/09	03:07:07	03:07:11	-34.1019	15.9900	17.60	NaN	8544825.00	404.15	11991652.00	0.00	31.44	1014.15	1015.48	0.77	2.33	142.40	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.33	17.561	46.262	110.1	10.50	7.756	63.1	-38.583	NaN	NaN	NaN	0.007	0.0	16.9069
EQU	0	04/09/09	03:08:21	03:08:25	-34.1023	15.9856	17.60	NaN	8444232.00	405.54	11965233.00	0.00	31.44	1014.25	1015.69	-0.35	2.32	117.17	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.79	0.32	17.564	46.267	110.1	10.49	7.755	63.4	-38.583	NaN	NaN	NaN	0.003	0.0	16.9091
EQU	0	04/09/09	03:09:34	03:09:38	-34.1027	15.9814	17.60	NaN	8494940.00	408.07	11973157.00	0.00	31.44	1014.13	1015.48	0.65	2.33	137.80	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.06	22.79	0.36	17.562	46.263	110.0	10.49	7.755	63.5	-38.583	NaN	NaN	NaN	0.002	0.0	16.9152
EQU	0	04/09/09	03:10:48	03:10:52	-34.1032	15.9771	17.60	NaN	8442801.00	408.23	12034445.00	0.00	31.44	1014.06	1015.20	-0.56	2.31	109.62	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.34	17.566	46.267	109.9	10.48	7.755	63.5	-38.583	NaN	NaN	NaN	-0.000	0.0	16.9117
EQU	0	04/09/09	03:12:01	03:12:05	-34.1037	15.9728	17.61	NaN	8454871.00	408.14	12021805.00	0.00	31.44	1014.20	1015.48	-0.54	2.32	118.17	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.32	17.565	46.263	109.9	10.47	7.754	63.6	-38.583	NaN	NaN	NaN	-0.004	0.0	16.9091
EQU	0	04/09/09	03:13:15	03:13:18	-34.1042	15.9685	17.60	NaN	8547614.00	408.25	12053285.00	0.00	31.44	1014.08	1015.23	-0.68	2.32	110.12	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.26	17.567	46.267	109.9	10.47	7.754	63.6	-38.583	NaN	NaN	NaN	-0.002	0.0	16.9187
EQU	0	04/09/09	03:14:28	03:14:31	-34.1047	15.9643	17.61	NaN	8444548.00	409.14	12248077.00	0.00	31.44	1014.03	1014.85	-0.12	2.28	109.81	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.34	17.571	46.270	109.7	10.46	7.755	63.5	-38.583	NaN	NaN	NaN	-0.002	0.0	16.9097
EQU	0	04/09/09	03:15:41	03:15:45	-34.1050	15.9599	17.61	NaN	8465023.00	409.55	12118596.00	0.00	31.44	1014.18	1015.35	0.72	2.30	137.80	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.34	17.573	46.272	109.7	10.46	7.755	63.4	-38.583	NaN	NaN	NaN	-0.004	0.0	16.9084
EQU	0	04/09/09	03:16:54	03:16:58	-34.1054	15.9555	17.61	NaN	8334132.00	410.74	12333168.00	0.00	31.44	1014.03	1014.69	0.45	2.30	115.92	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.31	17.568	46.268	109.7	10.45	7.755	63.2	-38.583	NaN	NaN	NaN	-0.004	0.0	16.9149
EQU	0	04/09/09	03:18:07	03:18:11	-34.1059	15.9511	17.61	NaN	8392210.00	408.42	12119750.00	0.00	31.44	1014.09	1015.19	0.34	2.31	125.65	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.34	17.573	46.274	109.7	10.45	7.755	63.3	-38.583	NaN	NaN	NaN	-0.006	0.0	16.9071
EQU	0	04/09/09	03:19:21	03:19:24	-34.1062	15.9467	17.61	NaN	8546018.00	407.31	12218423.00	0.00	31.44	1013.99	1015.05	0.26	2.30	128.17	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.06	22.89	0.30	17.572	46.273	109.6	10.45	7.755	63.3	-38.583	NaN	NaN	NaN	-0.006	0.0	16.9113
EQU	0	04/09/09	03:20:34	03:20:38	-34.1066	15.9425	17.61	NaN	8617533.00	408.46	11969381.00	0.00	31.44	1013.96	1015.30	0.63	2.29	136.91	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.06	22.89	0.31	17.566	46.268	109.7	10.46	7.755	63.2	-38.583	NaN	NaN	NaN	-0.005	0.0	16.9189
EQU	0	04/09/09	03:21:47	03:21:51	-34.1070	15.9383	17.61	NaN	8385290.00	407.41	12216633.00	0.00	31.44	1013.98	1014.78	-0.60	2.32	113.45	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.06	22.89	0.35	17.572	46.272	109.6	10.45	7.755	63.1	-38.583	NaN	NaN	NaN	-0.006	0.0	16.9086
EQU-DRAIN	0	04/09/09	03:23:00	03:23:04	-34.1075	15.9340	17.61	NaN	8433347.00	406.35	12200029.00	0.00	31.44	1014.15	1014.90	0.56	2.30	117.57	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.32	17.571	46.272	109.6	10.45	7.755	63.0	-38.583	NaN	NaN	NaN	-0.006	0.0	16.9155
EQU	0	04/09/09	03:24:35	03:24:39	-34.1081	15.9284	17.61	NaN	8479057.00	397.31	12113979.00	0.00	31.44	1014.08	1014.96	0.86	2.32	121.26	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.27	17.572	46.274	109.6	10.44	7.755	63.1	-38.583	NaN	NaN	NaN	-0.007	0.0	16.9165
EQU	0	04/09/09	03:25:49	03:25:53	-34.1084	15.9241	17.61	NaN	8524318.00	399.92	12062150.00	0.00	31.44	1014.02	1015.20	0.36	2.29	119.24	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.38	17.577	46.278	109.6	10.44	7.755	63.2	-38.583	NaN	NaN	NaN	-0.008	0.0	16.9158
EQU	0	04/09/09	03:27:02	03:27:06	-34.1088	15.9198	17.61	NaN	8434503.00	402.65	12163276.00	0.00	31.44	1014.13	1015.07	-0.55	2.32	110.63	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.89	0.32	17.575	46.276	109.6	10.44	7.755	63.2	-38.583	NaN	NaN	NaN	-0.006	0.0	16.9155
EQU	0	04/09/09	03:28:15	03:28:19	-34.1093	15.9155	17.61	NaN	8511970.00	404.20	12141513.00	0.00	31.44	1013.93	1015.00	0.72	2.31	135.07	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.06	22.89	0.34	17.575	46.277	109.6	10.44	7.755	63.1	-38.583	NaN	NaN	NaN	-0.009	0.0	16.9085
EQU	0	04/09/09	03:29:28	03:29:32	-34.1097	15.9112	17.62	NaN	8484924.00	404.09	11984285.00	0.00	31.44	1014.05	1015.39	0.65	2.30	141.26	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.33	17.577	46.279	109.6	10.44	7.755	63.2	-38.583	NaN	NaN	NaN	-0.015	0.0	16.9123
EQU	0	04/09/09	03:30:42	03:30:46	-34.1101	15.9068	17.61	NaN	8412349.00	406.46	12167307.00	0.00	31.44	1014.28	1015.37	0.76	2.30	133.11	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.32	17.570	46.272	109.5	10.44	7.755	63.2	-38.583	NaN	NaN	NaN	-0.011	0.0	16.9166
EQU	0	04/09/09	03:31:55	03:31:59	-34.1105	15.9025	17.61	NaN	8370836.00	407.45	12153830.00	0.00	31.44	1014.30	1015.15	0.52	2.34	139.82	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.34	17.574	46.277	109.5	10.44	7.755	63.2	-38.583	NaN	NaN	NaN	-0.014	0.0	16.9139
EQU	0	04/09/09	03:33:08	03:33:12	-34.1109	15.8982	17.61	NaN	8422276.00	407.25	12158717.00	0.00	31.44	1014.32	1015.41	-0.70	2.31	111.52	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.27	17.574	46.276	109.5	10.43	7.756	63.2	-38.583	NaN	NaN	NaN	-0.014	0.0	16.9250
EQU	0	04/09/09	03:34:21	03:34:25	-34.1113	15.8939	17.61	NaN	8545018.00	407.18	12041288.00	0.00	31.43	1014.18	1015.46	0.29	2.31	140.58	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.31	17.576	46.279	109.5	10.43	7.755	63.2	-38.583	NaN	NaN	NaN	-0.016	0.0	16.9156
EQU	0	04/09/09	03:35:35	03:35:39	-34.1117	15.8895	17.62	NaN	8424974.00	405.50	12036114.00	0.00	31.44	1014.28	1015.56	0.54	2.30	137.95	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	22.99	0.31	17.584	46.285	109.5	10.44	7.755	63.2	-38.583	NaN	NaN	NaN	-0.019	0.0	16.9202
EQU	0	04/09/09	03:36:48	03:36:52	-34.1121	15.8853	17.61	NaN	8484476.00	406.59	12085415.00	0.00	31.44	1014.21	1015.23	0.17	2.31	121.60	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.12	22.99	0.35	17.575	46.278	109.5	10.43	7.756	63.2	-38.583	NaN	NaN	NaN	-0.016	0.0	16.9132
EQU	0	04/09/09	03:38:01	03:38:05	-34.1124	15.8810	17.62	NaN	8555227.00	408.38	11949567.00	0.00	31.44	1014.16	1015.45	-0.19	2.32	130.66	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.36	17.581	46.285	109.5	10.43	7.755	63.3	-38.583	NaN	NaN	NaN	-0.017	0.0	16.9197
EQU	0	04/09/09	03:39:14	03:39:18	-34.1129	15.8767	17.62	NaN	8504432.00	408.47	12072280.00	0.00	31.44	1014.09	1015.41	0.58	2.31	136.91	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.33	17.579	46.281	109.5	10.43	7.755	63.4	-38.583	NaN	NaN	NaN	-0.020	0.0	16.9297
EQU	0	04/09/09	03:40:28	03:40:32	-34.1133	15.8724	17.62	NaN	8409156.00	409.91	12105981.00	0.00	31.44	1014.14	1014.99	0.34	2.35	141.33	11.00	-55.75	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.35	17.579	46.281	109.5	10.43	7.756	63.5	-38.583	NaN	NaN	NaN	-0.021	0.0	16.9219
EQU	0	04/09/09	03:41:41	03:41:45	-34.1137	15.8682	17.62	NaN	8539265.00	408.56	11850688.00	0.00	31.44	1014.04	1015.42	0.28	2.31	139.75	11.00	-55.76	9.92	9.91	9.93	0.62	6.19	25.12	22.99	0.28	17.587	46.291	109.5	10.43	7.756	63.4	-38.583	NaN	NaN	NaN	-0.014	0.0	16.9277
EQU-DRAIN	0	04/09/09	03:42:54	03:42:58	-34.1140	15.8639	17.62	NaN	8485930.00	407.27	12001728.00	0.00	31.44	1014.05	1015.25	-0.70	2.31	112.80	11.00	-55.77	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.30	17.583	46.285	109.5	10.43	7.756	63.2	-38.583	NaN	NaN	NaN	-0.014	0.0	16.9247
EQU	0	04/09/09	03:44:29	03:44:33	-34.1145	15.8583	17.63	NaN	8496833.00	399.18	11945734.00	0.00	31.44	1014.15	1015.47	0.84	2.31	139.52	11.00	-55.78	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.31	17.590	46.293	109.4	10.42	7.756	63.2	-38.583	NaN	NaN	NaN	-0.017	0.0	16.9320
EQU	0	04/09/09	03:45:42	03:45:46	-34.1150	15.8539	17.63	NaN	8433756.00	400.60	12092712.00	0.00	31.44	1014.10	1015.11	-0.54	2.32	114.49	11.00	-55.78	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.33	17.587	46.289	109.4	10.42	7.756	63.3	-38.583	NaN	NaN	NaN	-0.020	0.0	16.9250
EQU	0	04/09/09	03:46:56	03:47:00	-34.1154	15.8495	17.62	NaN	8473369.00	404.05	12150586.00	0.00	31.44	1013.96	1014.98	-0.06	2.31	122.48	11.00	-55.77	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.32	17.588	46.291	109.4	10.42	7.756	63.3	-38.583	NaN	NaN	NaN	-0.016	0.0	16.9247
EQU	0	04/09/09	03:48:09	03:48:13	-34.1157	15.8451	17.63	NaN	8465513.00	405.12	12071787.00	0.00	31.44	1013.85	1014.83	0.69	2.31	135.37	11.00	-55.76	9.92	9.91	9.93	0.62	6.19	25.19	22.99	0.25	17.589	46.291	109.4	10.42	7.756	63.4	-38.583	NaN	NaN	NaN	-0.019	0.0	16.9308
EQU	0	04/09/09	03:49:22	03:49:26	-34.1162	15.8408	17.62	NaN	8390300.00	407.34	12133577.00	0.00	31.44	1014.05	1015.03	-0.23	2.32	112.22	11.00	-55.75	9.92	9.91	9.93	0.62	6.19	25.12	22.99	0.31	17.587	46.289	109.4	10.42	7.756	63.5	-38.583	NaN	NaN	NaN	-0.019	0.0	16.9269
EQU	0	04/09/09	03:50:36	03:50:40	-34.1167	15.8364	17.63	NaN	8414977.00	408.52	12259838.00	0.00	31.44	1013.83	1014.46	-0.55	2.32	110.82	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.32	17.591	46.293	109.4	10.42	7.756	63.7	-38.583	NaN	NaN	NaN	-0.018	0.0	16.9308
